seed,hypervolume,spread,spacing,pf_size,time,f1_max,f2_max,f1_min,f2_min,dataset,task,model,algorithm
3857,16.6,1.0001210075414153,0.34682539682539676,7,15.521798133850098,0.9,7.0,0.7,1.0,lymphography,classification,SVC,replica
7422,16.86666666666667,0.8821161742363534,2.9337037037037037,3,14.005818128585815,0.9,6.0,0.8,1.0,lymphography,classification,SVC,replica
8445,16.833333333333336,0.9997846007675837,0.37925925925925924,4,13.211585998535156,0.9,7.0,0.8,1.0,lymphography,classification,SVC,replica
5357,17.433333333333334,0.8821247916495886,0.3333333333333332,3,11.011740922927856,0.9333333333333333,4.0,0.8,1.0,lymphography,classification,SVC,replica
1746,17.400000000000002,0.8429130520347561,0.0003703703703703727,4,11.896373987197876,0.9333333333333333,5.0,0.8,1.0,lymphography,classification,SVC,replica
3378,16.633333333333333,0.7653409834369687,0.26999999999999996,4,11.377046823501587,0.9,7.0,0.7,1.0,lymphography,classification,SVC,replica
5206,16.733333333333334,0.9115167181961772,0.3429999999999999,5,14.310650110244751,0.9,6.0,0.7,1.0,lymphography,classification,SVC,replica
9235,16.833333333333336,0.8821167110185923,5.244814814814815,3,12.838029146194458,0.9,7.0,0.8,1.0,lymphography,classification,SVC,replica
8185,17.3,0.82459732414091,0.0022222222222222266,4,12.624572992324829,0.9333333333333333,4.0,0.7,1.0,lymphography,classification,SVC,replica
8577,16.3,0.8830443559200812,0.0033333333333333396,3,9.380534172058105,0.8666666666666667,3.0,0.7,1.0,lymphography,classification,SVC,replica
9616,16.733333333333334,0.9115167181961772,0.3429999999999999,5,15.783606052398682,0.9,6.0,0.7,1.0,lymphography,classification,SVC,replica
6067,17.400000000000002,0.8429130520347561,0.0003703703703703727,4,11.122633934020996,0.9333333333333333,5.0,0.8,1.0,lymphography,classification,SVC,replica
1770,17.400000000000002,0.8429130520347561,0.0003703703703703727,4,13.13693904876709,0.9333333333333333,5.0,0.8,1.0,lymphography,classification,SVC,replica
9305,16.166666666666668,0.8820732487442532,5.07,3,8.904465913772583,0.8666666666666667,7.0,0.7,1.0,lymphography,classification,SVC,replica
5510,16.833333333333336,0.8821167110185923,5.244814814814815,3,9.781057119369507,0.9,7.0,0.8,1.0,lymphography,classification,SVC,replica
8527,16.933333333333337,0.882115990852041,0.3114814814814814,3,3.6018807888031006,0.9,4.0,0.8,1.0,lymphography,classification,SVC,my
2114,16.433333333333334,0.941055519430715,0.0,2,3.512465715408325,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
4033,16.433333333333334,0.941055519430715,0.0,2,3.825119972229004,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
7445,16.86666666666667,0.9801813556969926,0.37925925925925924,4,3.7843759059906006,0.9,6.0,0.8,1.0,lymphography,classification,SVC,my
1174,16.76666666666667,0.8821184357365852,11.867037037037036,3,3.8247790336608887,0.9,9.0,0.8,1.0,lymphography,classification,SVC,my
3857,16.833333333333336,0.8821167110185923,5.244814814814815,3,4.061135768890381,0.9,7.0,0.8,1.0,lymphography,classification,SVC,my
7422,16.86666666666667,0.8821161742363534,2.9337037037037037,3,3.6244609355926514,0.9,6.0,0.8,1.0,lymphography,classification,SVC,my
